bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,recommended
11870085-the-fault-in-our-stars,The Fault in Our Stars,,John Green (Goodreads Author),4.21,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.",English,1.00E+13,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Drama', 'Novels', 'Love']","['Hazel Grace Lancaster', 'Augustus Waters', 'Isaac']",Hardcover,,313,Dutton Books,1/10/2012,,"['Georgia Peach Book Award (2013)', 'Buxtehuder Bulle (2012)', 'Odyssey Award (2013)', 'Audie Award for Teens (2013)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2013)"", ""Pennsylvania Young Readers' Choice Award for Young Adults (2013)"", 'Rhode Island Teen Book Award (2014)', 'Evergreen Teen Book Award (2015)', 'Soaring Eagle Book Award (2014)', 'Milwaukee County Teen Book Award (2013)', 'Indies Choice Book Award for Young Adult (2013)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2013)', 'Amelia Elizabeth Walden Award (2013)', 'Dioraphte Jongerenliteratuurprijs for vertaald boek en publieksprijs (2013)', 'The Inky Awards for Silver Inky (2012)', 'California Young Readers Medal for Young Adult (2015)', 'Lincoln Award (2014)', 'Luisterboek Award (2015)', 'Goodreads Choice Award for Young Adult Fiction (2012) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award (2014)', 'The Inky Awards Shortlist for Silver Inky (2012)', ""Louisiana Teen Readers' Choice (2015)"", 'Missouri Gateway Readers Award (2015)', 'Oklahoma Sequoyah Award for High School (2015)', 'Alabama Author Award for Young Adult (2013)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera independiente (2012)', 'FAB Award Nominee (2014)', 'Premi Protagonista Jove for Categoria 15-16 anys (2013)']",3550714,"['1784471', '1022406', '512574', '150365', '80898']",93,"['Indianapolis, Indiana (United States)', 'Amsterdam (Netherlands)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206420l/11870085.jpg,1087056,11287,,"['The Hunger Games', 'Twilight', 'Divergent', ""Harry Potter and the Sorcerer's Stone"", 'Fifty Shades of Grey', ""To All the Boys I've Loved Before"", 'To Kill a Mockingbird', 'Pride and Prejudice', 'The Great Gatsby', 'Eleanor & Park', 'Me Before You', 'Catching Fire', 'The Diary of a Young Girl', 'The Perks of Being a Wallflower', 'The Notebook', 'If I Stay', 'Everything, Everything', 'It Ends with Us', 'The Selection', 'The Lightning Thief']"
386162.The_Hitchhiker_s_Guide_to_the_Galaxy,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy #1,Douglas Adams,4.22,"Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.Together this dynamic pair begin a journey through space aided by quotes from The Hitchhiker's Guide (""A towel is about the most massively useful thing an interstellar hitchhiker can have"") and a galaxy-full of fellow travelers: Zaphod Beeblebroxâ€”the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years.",English,1.00E+13,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure', 'Novels']","['Zaphod Beeblebrox', 'Arthur Dent', 'Ford Prefect', 'Trillian', 'Marvin, the paranoid android', 'Slartibartifast']",Paperback,,193,Del Rey,06/23/07,10/12/1979,[],1436325,"['725771', '420864', '199846', '58326', '31518']",94,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152l/386162.jpg,1063601,10996,,"[""Ender's Game"", 'The Hobbit', 'Dune', 'The Martian', 'Time Is Irreverent', '1984', 'Ready Player One', 'A Game of Thrones', 'The Fellowship of the Ring', 'Foundation', 'Quantum Roots', 'Fahrenheit 451', 'Secret Squirrels', 'Battlefield Earth: A Saga of the Year 3000', 'The Lord of the Rings: The Art of the Fellowship of the Ring', 'Brave New World', ""Harry Potter and the Sorcerer's Stone"", 'Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch', 'Animal Farm', 'Futuristic Violence and Fancy Suits']"
370493.The_Giving_Tree,The Giving Tree,,Shel Silverstein,4.37,"""Once there was a tree...and she loved a little boy.""So begins a story of unforgettable perception, beautifully written and illustrated by the gifted and versatile Shel Silverstein.Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her trunk...and the tree was happy. But as the boy grew older he began to want more from the tree, and the tree gave and gave and gave.This is a tender story, touched with sadness, aglow with consolation. Shel Silverstein has created a moving parable for readers of all ages that offers an affecting interpretation of the gift of giving and a serene acceptance of another's capacity to love in return.",English,9.78E+12,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Young Adult', 'Fantasy', 'Juvenile', 'Kids', 'Short Stories']",[],Hardcover,,64,HarperCollins Publishers,10/7/1964,10/28/64,[],905731,"['556142', '204347', '94819', '27950', '22473']",94,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174210942l/370493._SX318_.jpg,1021534,10594,4.87,"['Where the Wild Things Are', 'Green Eggs and Ham', ""Charlotte's Web"", 'The Cat in the Hat', 'The Very Hungry Caterpillar', ""Oh, the Places You'll Go!"", 'Diary of a Wimpy Kid', 'Matilda', 'Goodnight Moon', 'If You Give a Mouse a Cookie', 'How the Grinch Stole Christmas!', 'Pete the Cat: I Love My White Shoes', 'The Lorax', 'Brown Bear, Brown Bear, What Do You See?', 'The Rainbow Fish', 'Corduroy', 'One Fish, Two Fish, Red Fish, Blue Fish', 'Love You Forever', 'Chicka Chicka Boom Boom', 'Are You My Mother?']"
6185.Wuthering_Heights,Wuthering Heights,,"Emily BrontÃ«, Richard J. Dunn (Editor), David Timson (Narrator), Charlotte BrontÃ« (Commentary), Robert Heindel (Illustrator)",3.86,"You can find the redesigned cover of this edition HERE.This best-selling Norton Critical Edition is based on the 1847 first edition of the novel. For the Fourth Edition, the editor has collated the 1847 text with several modern editions and has corrected a number of variants, including accidentals. The text is accompanied by entirely new explanatory annotations.New to the fourth Edition are twelve of Emily Bronte's letters regarding the publication of the 1847 edition of Wuthering Heights as well as the evolution of the 1850 edition, prose and poetry selections by the author, four reviews of the novel, and poetry selections by the author, four reviews of the novel, and Edward Chitham's insightful and informative chronology of the creative process behind the beloved work.Five major critical interpretations of Wuthering Heights are included, three of them new to the Fourth Edition. A Stuart Daley considers the importance of chronology in the novel. J. Hillis Miller examines Wuthering Heights's problems of genre and critical reputation. Sandra M. Gilbert assesses the role of Victorian Christianity plays in the novel, while Martha Nussbaum traces the novel's romanticism. Finally, Lin Haire-Sargeant scrutinizes the role of Heathcliff in film adaptations of Wuthering Heights. A Chronology and updated Selected Bibliography are also included.",English,9.78E+12,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'Classic Literature', 'Historical']","['Heathcliff', 'Catherine Earnshaw', 'Edgar Linton', 'Isabella Linton', 'Hindley Earnshaw', 'Ellen (Nelly) Dean', 'Mr. Lockwood', 'Hareton Earnshaw', 'Catherine Linton', 'Linton Heathcliff']",Paperback,Fourth Edition,464,Norton,10/28/02,12/28/47,[],1342664,"['483222', '413051', '279702', '107437', '59252']",88,"['Yorkshire Dales, England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587655304l/6185._SY475_.jpg,981502,10275,2.73,"['Jane Eyre', 'Pride and Prejudice', 'Sense and Sensibility', 'Little Women', 'The Picture of Dorian Gray', 'The Great Gatsby', 'Emma', 'Romeo and Juliet', 'Frankenstein: The 1818 Text', '1984', 'The Catcher in the Rye', 'To Kill a Mockingbird', 'Animal Farm', 'Persuasion', 'Great Expectations', 'Anna Karenina', 'The Little Prince', 'Of Mice and Men', 'Lord of the Flies', 'Dracula', 'Gone with the Wind', 'A Tale of Two Cities', 'The Metamorphosis', 'The Scarlet Letter', 'Hamlet', 'Northanger Abbey', 'Crime and Punishment', 'Fahrenheit 451', 'Twilight', 'The Adventures of Tom Sawyer']"
968.The_Da_Vinci_Code,The Da Vinci Code,Robert Langdon #2,Dan Brown (Goodreads Author),3.86,"ISBN 9780307277671 moved to this edition.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinciâ€”clues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sionâ€”a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinciâ€”and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzleâ€”while avoiding the faceless adversary who shadows their every moveâ€”the explosive, ancient truth will be lost forever.",English,1.00E+13,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery Thriller', 'Historical Fiction', 'Adventure', 'Novels', 'Crime', 'Adult']","['Sophie Neveu', 'Robert Langdon', 'Sir Leigh Teabing', 'Silas (The Da Vinci Code)', 'Bezu Fache', 'Jerome Collet', 'Manuel Aringarosa', 'RÃ©my Legaludec', 'AndrÃ© Vernet']",Paperback,,489,Anchor,03/28/06,03/18/03,"['British Book Award for Book of the Year (2005)', 'Book Sense Book of the Year Award for Adult Fiction (2004)', ""Humo's Gouden Bladwijzer (2004)"", 'Zilveren Vingerafdruk (2004)', ""The Flume: New Hampshire Teen Reader's Choice Award (2006)"", 'Teen Buckeye Book Award (2005)', 'Iowa High School Book Award (2006)', 'Puddly Award for Fiction (2007)', 'Missouri Gateway Readers Award for Adult (2006)']",1933446,"['645308', '667657', '399278', '142103', '79100']",89,"['Paris (France)', 'London, England', 'France', 'England', 'United Kingdom']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968.jpg,876633,9231,,"['Harry Potter and the Prisoner of Azkaban', 'The Girl with the Dragon Tattoo', 'Harry Potter and the Chamber of Secrets', 'The Alchemist', ""Harry Potter and the Sorcerer's Stone"", 'Harry Potter and the Deathly Hallows', 'The Kite Runner', 'Harry Potter and the Goblet of Fire', 'Memoirs of a Geisha', 'Harry Potter and the Order of the Phoenix', 'Catching Fire', 'Harry Potter and the Half-Blood Prince', 'The Fellowship of the Ring', 'The Girl Who Played with Fire', 'To Kill a Mockingbird', 'Pride and Prejudice', 'The Hobbit', 'The Girl on the Train', '1984', 'Life of Pi']"
929.Memoirs_of_a_Geisha,Memoirs of a Geisha,,Arthur Golden,4.12,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.",English,9.78E+12,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Classics', 'Japan', 'Adult', 'Novels', 'Asia', 'Adult Fiction']","['Sayuri Nitta', 'Mr. Bekku', 'Ichiro Tanaka', 'Dr. Crab', 'Hatsumono', 'Mameha', 'Ken Iwamura', 'Pumpkin', 'Toshikazu Nobu']",Mass Market Paperback,,503,Vintage Books USA,11/22/05,09/23/97,[],1717312,"['712950', '615702', '295184', '66518', '26958']",95,"['Kyoto (Japan)', 'Japan']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409595968l/929.jpg,862748,8993,2.76,"['The Help', 'The Kite Runner', 'Water for Elephants', 'Girl with a Pearl Earring', 'The Lovely Bones', ""The Time Traveler's Wife"", 'The Girl with the Dragon Tattoo', 'Life of Pi', 'Gone with the Wind', ""Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia"", 'Angels & Demons', 'The Da Vinci Code', 'A Thousand Splendid Suns', 'The Girl on the Train', 'The Red Tent', 'Gone Girl', 'To Kill a Mockingbird', 'The Book Thief', 'The Secret Life of Bees', 'All the Light We Cannot See']"
5297.The_Picture_of_Dorian_Gray,The Picture of Dorian Gray,,"Oscar Wilde, Jeffrey Eugenides (Introduction)",4.08,"Written in his distinctively dazzling manner, Oscar Wildeâ€™s story of a fashionable young man who sells his soul for eternal youth and beauty is the authorâ€™s most popular work. The tale of Dorian Grayâ€™s moral disintegration caused a scandal when it ï¬rst appeared in 1890, but though Wilde was attacked for the novelâ€™s corrupting inï¬‚uence, he responded that there is, in fact, â€œa terrible moral in Dorian Gray.â€ Just a few years later, the book and the aesthetic/moral dilemma it presented became issues in the trials occasioned by Wildeâ€™s homosexual liaisons, which resulted in his imprisonment. Of Dorian Grayâ€™s relationship to autobiography, Wilde noted in a letter, â€œBasil Hallward is what I think I am: Lord Henry what the world thinks me: Dorian what I would like to beâ€”in other ages, perhaps.",English,1.00E+13,"['Classics', 'Fiction', 'Horror', 'Fantasy', 'Literature', 'Gothic', 'Novels', '19th Century', 'LGBT', 'Classic Literature']","['Basil Hallward', 'Lord Henry Wotton', 'Sibyl Vane', 'James Vane', 'Lady Victoria Wotton', 'Alan Campbell', 'Henry Ashton', 'Adrian Singleton', 'Lord Staveley', 'Lady Gwendolen', 'Lady Narborough', 'Duchess of Monmouth', 'Dorian Gray']",Paperback,Modern Library Classics,272,Random House: Modern Library,6/1/2004,07/20/90,[],966196,"['382985', '350778', '176188', '41869', '14376']",94,"['England', 'England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428l/5297.jpg,861799,9096,,"['Wuthering Heights', 'Frankenstein: The 1818 Text', 'The Metamorphosis', 'Animal Farm', 'Jane Eyre', 'The Great Gatsby', 'Pride and Prejudice', '1984', 'The Little Prince', 'Crime and Punishment', 'The Catcher in the Rye', 'Dr. Jekyll and Mr. Hyde', 'Romeo and Juliet', 'The Bell Jar', 'Little Women', 'Dracula', 'The Stranger', 'The Secret History', 'Lolita', 'Fahrenheit 451', 'Lord of the Flies', 'The Old Man and the Sea', 'Hamlet', 'Of Mice and Men', 'The Song of Achilles', 'Emma', 'Anna Karenina', 'Sense and Sensibility', 'Brave New World', 'Macbeth']"
24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,Alice's Adventures in Wonderland & Through the Looking-Glass,Alice's Adventures in Wonderland #1-2,"Lewis Carroll, John Tenniel (Illustrator), Martin Gardner (Introduction)",4.06,"""I can't explain myself, I'm afraid, sir,"" said Alice, ""Because I'm not myself, you see.""When Alice sees a white rabbit take a watch out of its waistcoat pocket she decides to follow it, and a sequence of most unusual events is set in motion. This mini book contains the entire topsy-turvy stories of Alice's Adventures in Wonderland and Through the Looking-Glass, accompanied by practical notes and Martina Pelouso's memorable full-colour illustrations.",English,9.78E+12,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Literature', 'Adventure', 'Novels', '19th Century', 'British Literature']","['The Hatter (Lewis Carroll)', 'The Queen of Hearts (Lewis Carroll)', 'The Cheshire Cat (Lewis Carroll)', 'The White Rabbit (Lewis Carroll)', 'Humpty Dumpty (Lewis Carroll)', 'Tweedledum and Tweedledee (Lewis Carroll)', 'The Dormouse (Lewis Carroll)', 'The Red Queen (Lewis Carroll)', 'The White Queen (Lewis Carroll)', 'The White Knight (Lewis Carroll)', 'The Mock Turtle (Lewis Carroll)', 'The Jabberwock (Lewis Carroll)', 'The Caterpillar (Lewis Carroll)', 'Alice (Lewis Carroll)', 'Dinah (Lewis Carroll)', 'The March Hare (Lewis Carroll)']",Paperback,,239,Penguin Group (USA),12/1/2000,10/28/71,[],458299,"['183179', '155059', '91573', '21360', '7128']",94,"['United Kingdom', 'England', 'Wonderland']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872220l/24213.jpg,833791,8812,3.07,"['Alice in Wonderland', 'The Chronicles of Narnia', 'The Wonderful Wizard of Oz', 'Peter Pan', 'The Adventures of Huckleberry Finn', 'The Little Prince', 'The Secret Garden', 'The Picture of Dorian Gray', 'The Tale of Peter Rabbit', 'Romeo and Juliet', 'J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings', ""A Midsummer Night's Dream"", 'The Lord of the Rings', 'The Adventures of Tom Sawyer', 'Winnie-the-Pooh', 'Anne of Green Gables', ""Charlotte's Web"", 'A Christmas Carol', 'Frankenstein: The 1818 Text', 'Charlie and the Chocolate Factory', 'Oliver Twist', 'Little Women', 'Matilda', 'Macbeth', 'The Odyssey', 'Hamlet', 'Harry Potter and the Order of the Phoenix', 'Dr. Jekyll and Mr. Hyde', 'Brave New World / Brave New World Revisited', 'Treasure Island']"
10210.Jane_Eyre,Jane Eyre,,"Charlotte BrontÃ«, Michael Mason (Editor), Barnett Freedman (Illustrator)",4.13,"Orphaned as a child, Jane has felt an outcast her whole young life. Her courage is tested once again when she arrives at Thornfield Hall, where she has been hired by the brooding, proud Edward Rochester to care for his ward AdÃ¨le. Jane finds herself drawn to his troubled yet kind spirit. She falls in love. Hard. But there is a terrifying secret inside the gloomy, forbidding Thornfield Hall. Is Rochester hiding from Jane? Will Jane be left heartbroken and exiled once again?",English,9.78E+12,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Gothic', 'Historical', '19th Century', 'School', 'Classic Literature']","['Jane Eyre', 'Bertha Mason', 'Grace Poole', 'Blanche Ingram', 'Adele Varens', 'St. John Rivers', 'Helen Burns', 'Richard Mason', 'Diana Rivers', 'Mary Rivers', 'Maria Temple', 'Robert Brocklehurst', 'Sarah Reed', 'Georgiana Reed', 'Eliza Reed', 'Bessie Lee', 'Alice Fairfax', 'Rosamond Oliver', 'Edward Rochester', 'John Eyre', 'Celine Varens']",Paperback,Penguin Classics,532,Penguin,2/4/2003,10/16/47,[],1624682,"['746070', '501478', '256972', '76970', '43192']",93,"['Thornfield', 'England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311l/10210._SY475_.jpg,826759,8740,5.46,"['Wuthering Heights', 'Pride and Prejudice', 'Sense and Sensibility', 'Little Women', 'Emma', 'The Great Gatsby', 'The Picture of Dorian Gray', 'Romeo and Juliet', 'To Kill a Mockingbird', 'Animal Farm', 'Persuasion', 'Frankenstein: The 1818 Text', '1984', 'The Catcher in the Rye', 'Great Expectations', 'Anna Karenina', 'Of Mice and Men', 'The Little Prince', 'Lord of the Flies', 'Northanger Abbey']"
24280.Les_Mis_rables,Les MisÃ©rables,,"Victor Hugo, Lee Fahnestock (Translator), Norman MacAfee (Translator)",4.18,"Introducing one of the most famous characters in literature, Jean Valjeanâ€”the noble peasant imprisoned for stealing a loaf of breadâ€”Les MisÃ©rables ranks among the greatest novels of all time. In it, Victor Hugo takes readers deep into the Parisian underworld, immerses them in a battle between good and evil, and carries them to the barricades during the uprising of 1832 with a breathtaking realism that is unsurpassed in modern prose. Within his dramatic story are themes that capture the intellect and the emotions: crime and punishment, the relentless persecution of Valjean by Inspector Javert, the desperation of the prostitute Fantine, the amorality of the rogue ThÃ©nardier, and the universal desire to escape the prisons of our own minds. Les MisÃ©rables gave Victor Hugo a canvas upon which he portrayed his criticism of the French political and judicial systems, but the portrait that resulted is larger than life, epic in scopeâ€”an extravagant spectacle that dazzles the senses even as it touches the heart.",English,1.00E+13,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels', 'French Literature', 'Romance', 'Classic Literature']","['Jean Valjean', 'Javert', 'Cosette', 'Fantine', 'Bishop Myriel', 'M. & Mme. ThÃ©nardier', 'Marius Pontmercy', 'Enjolras', 'Ã‰ponine', 'Gavroche', 'Azelma', 'Champmathieu', 'Fauchelevent', 'Grantaire', 'Mademoiselle Gillenorman', 'Felix TholomyÃ¨s', 'Toussaint', 'Combeferre', 'Jean Valjean, Javert, Fantine, Cosette, Marius Pontmercy', 'Jean Valjean', 'Police Inspector Javert', 'Cosette', 'Fantine', 'Marius Pontmercy', 'Ã‰ponine', 'Enjolras', 'Gavroche', 'Bishop of Digne', 'Grantaire', 'Bahorel', 'Bossuet']",Mass Market Paperback,,1463,Signet Classics,3/3/1987,10/28/62,[],682793,"['332692', '202012', '100932', '29673', '17484']",93,['Paris (France)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411852091l/24280.jpg,813088,8548,,"['The Little Prince', 'The Count of Monte Cristo', 'Anna Karenina', 'Crime and Punishment', 'The Adventures of Tom Sawyer', 'A Tale of Two Cities', 'Romeo and Juliet', 'The Odyssey', 'Gone with the Wind', 'Wuthering Heights', 'Hamlet', 'Little Women', 'Great Expectations', 'Jane Eyre', 'The Old Man and the Sea', 'Animal Farm', 'Pride and Prejudice', 'The Picture of Dorian Gray', 'The Metamorphosis', '1984']"
13079982-fahrenheit-451,Fahrenheit 451,,Ray Bradbury,3.99,"Guy Montag is a fireman. In his world, where television rules and literature is on the brink of extinction, firemen start fires rather than put them out. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden.Montag never questions the destruction and ruin his actions produce, returning each day to his bland life and wife, Mildred, who spends all day with her television 'family'. But then he meets an eccentric young neighbor, Clarisse, who introduces him to a past where people did not live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television.When Mildred attempts suicide and Clarisse suddenly disappears, Montag begins to question everything he has ever known.",English,B0064CPN7I,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Novels', 'Fantasy', 'Adult', 'Science Fiction Fantasy']","['Guy Montag', 'Norman Corwin', 'Clarisse McClellan', 'Mildred Montag', 'Captain Beatty', 'Professor Faber']",Kindle Edition,60th Anniversary Edition,194,Simon & Schuster,11/29/11,10/19/53,"['Prometheus Hall of Fame Award (1984)', 'Geffen Award for Best Translated SF Book (2002)', 'California Book Award for Fiction (Silver) (1953)', 'Retro Hugo Award for Best Novel (2004)']",1680139,"['612098', '604888', '331815', '91160', '40178']",92,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383718290l/13079982.jpg,793757,8537,,"['1984', 'Animal Farm', 'Lord of the Flies', 'The Great Gatsby', 'Brave New World', 'To Kill a Mockingbird', 'The Catcher in the Rye', 'Of Mice and Men', 'The Giver', 'Romeo and Juliet', 'The Hunger Games', 'The Metamorphosis', 'Slaughterhouse-Five', 'The Outsiders', 'The Hobbit', 'The Little Prince', ""The Hitchhiker's Guide to the Galaxy"", 'The Picture of Dorian Gray', 'Frankenstein: The 1818 Text', ""Harry Potter and the Sorcerer's Stone""]"
13335037-divergent,Divergent,Divergent #1,Veronica Roth (Goodreads Author),4.19,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtueâ€”Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really isâ€”she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really areâ€”and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.",English,9.78E+12,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']","['Albert', 'Drew Leighton (Divergent)', 'Eric (Divergent)', 'Beatrice Prior', 'Peter', 'Caleb Prior', 'Natalie Prior', 'Molly Atwood', 'Christina', 'Jeanine Matthews', 'Marcus Eaton', 'Tobias Eaton']",Paperback,,487,Katherine Tegen Books,02/28/12,04/25/11,"['Georgia Peach Book Award (2012)', 'South Carolina Book Award for Young Adult (2014)', 'Rhode Island Teen Book Award (2013)', 'Evergreen Teen Book Award (2014)', 'Soaring Eagle Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2012)', ""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)"", 'Sakura Medal', 'New Mexico Land of Enchantment Award for Young Adult (2014)', 'Eliot Rosewater Indiana High School Book Award (2014)', 'California Young Readers Medal for Young Adult (2014)', 'Lincoln Award Nominee (2014)', 'DABWAHA Romance Tournament for Best Young Adult Romance (2012)', 'Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011)', 'Green Mountain Book Award (2013)', 'The Magnolia Award for 6-8 (2014)', ""Louisiana Teen Readers' Choice (2014)"", 'Missouri Gateway Readers Award (2014)', 'Oklahoma Sequoyah Award for High Schol (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)']",2906258,"['1409189', '882493', '434381', '123286', '56909']",94,"['Chicago, Illinois (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588455221l/13335037._SY475_.jpg,793269,8339,0.88,"['The Hunger Games', 'The Fault in Our Stars', 'Twilight', 'Catching Fire', ""Harry Potter and the Sorcerer's Stone"", 'The Maze Runner', 'Mockingjay', 'The Lightning Thief', 'The Selection', 'Harry Potter and the Prisoner of Azkaban', 'The Giver', 'Paper Towns', 'To Kill a Mockingbird', 'City of Bones', 'Fifty Shades of Grey', 'Allegiant: The Ultimate Interactive Quiz Book', 'Pride and Prejudice', 'Divergent Official Illustrated Movie Companion', ""To All the Boys I've Loved Before"", 'The Lion, the Witch and the Wardrobe']"
